	tweets	class
17367	  ahaha	2
17368	  Not at all. well i guess with timmy i am. he'll get me anything lol but not when I was a kid.	2
17369	  Who are yew??	2
17370	  give me your number<3 ;)	2
17371	 ow much cash do you have on you?	2
17372	  the  way people are to each other.	2
17373	  yesh	2
17374	 Do you know a alcoholic?	2
17375	 I want ________ to be my sister.	2
17376	 DoIhKnowYuh?r AndYuhrLike...SpammingMyFS.	2
17377	  Uhhhhh? Who is this?	2
17378	  Yeahh	2
17379	 Whats your IQ?	2
17380	  u would call me coz i said so and im extremely bored mwhahahaa  im guessing angel but i met more ppl on that day so it could be anyone....	2
17381	 random song of the day?	2
17382	  yes. I think it should be made into a cologne/	2
17383	 is love really blind? why or why not?	2
17384	 haaa its all qud  sorry abouht the &quot;hoe&quot; thinq  iwas mad lol	2
17385	 whre do u wanna go 2 college	2
17386	  he is a really good friend	2
17387	 whats ur favorite band?	2
17388	  cough drops. deodorant. glasses case.	2
17389	  florida and yea	2
17390	 If there&apos;s an exception to every rule  is there an exception to that rule?	2
17391	 Your very pretty.	2
17392	 Is it legal to travel down a road in reverse  as long as your following the direction of the traffic?	2
17393	  Hmm I wonderr? Maybee my babeyyboy<3	2
17394	 Are you a risk taker? If yes  what kind of risks had you taken? If not  why not?	2
17395	  It's been a while. Prolly like 6 months or so..r Which is pretty good being that I turned 21 on the 17th ;)	2
17396	  toilet paper.	2
17397	 Shouldn&;t the opposite of shut up be shut down?	2
17398	 are you foing out???	2
17399	  I don't ive always liked kylee sooo get outta my bisnatch!!!	2
17400	 do you love justin?	2
17401	 Hahaha  it kinda seems like it&;s one person just repeatedly asking you if you&;re fake to irritate you. They&;re a low life  who need to find better things to do than start crap on the internet with someone they&;re jealous of (;	2
17402	 Haha  i knowww.r i was kiiddding!	2
17403	  Aww thanks a ton. but honestly what?	2
17404	 whats you favorite movie of ALL TIME	2
17405	  Maybe 2	2
17406	 Why do people always think something can&;t happen to them  until it does?	2
17407	 i know  i know  i know! :)	2
17408	  I dont ever rememeber peeing my pants?	2
17409	 Chocolate or Vanilla?	2
17410	 How many TRUE best friends do you have?	2
17411	  sweeeeeeeeeeeet	2
17412	  hhahahaha okay :) nice opinion.	2
17413	  nope neva did	2
17414	  waaaiiiitttt what?	2
17415	 boxers or briefs... or boxer briefs lol	2
17416	 What is more difficult for you; looking into someones eyes when you are telling someone how you feel  or looking into someones eyes when they are telling you how they feel?	2
17417	  i think serious enough	2
17418	  hmmm thats a good question	2
17419	  im not completely sure but i would probs have to say off air or here in ur arms.	2
17420	  The upkeep of downtown. its beautiful in what you can find in an innercity but the horrible the way it gets soooo run down by the next year or so. its sad really.	2
17421	 Who was the last person to call you?	2
17422	 Do you like your name?	2
17423	  yes actually :) you feel pretty awesomely special when your walking in. hahha	2
17424	 Faveee Timee - Sport ?	2
17425	  Definantly. I just haven't found anyone like me.	2
17426	 are you sick of hearing about michael jackson yet?	2
17427	 Does it bother you when someone says they&;ll call you and they don&;t?	2
17428	 Did you French kiss before you were 16?	2
17429	  We're all Human. its in some ours genetics i believe.	2
17430	 ha  yeah  cleveland rocks! where was your first kiss?	2
17431	 What is your best birthday memory?	2
17432	  very much so when it comes to things i believe in or think i should stand up for..	2
17433	 Are your underwear and socks folded in your drawer or just thrown in?	2
17434	 Are yuh single and ready 2 mingle?!	2
17435	 What famous person do other people tell you that you most resemble?	2
17436	  Uhhmm. Myself(:	2
17437	 haha me too  haha iloveyouutooBABYY<3;D	2
17438	  I have many! 2many actually bhut i guess when i found my lifetime friends ;D	2
17439	  st8	2
17440	  yes. duh? ha	2
17441	 Are you and @TruAce best friends?	2
17442	 Do you get excited over cameras?:	2
17443	  Lol how many?	2
17444	  probably just the movie itself	2
17445	  noooooooooooooo you dont have a name	2
17446	  Yup yup!!:P	2
17447	 If you could be a bird  what would you choose to be?	2
17448	 Actually  IhDontMind..GoAhead	2
17449	  remembering. but i have some crazzyyy dreams haha	2
17450	 its frmo south park lol	2
17451	 yeash yew do lolss	2
17452	 Have you ever dreamt about something more than once?	2
17453	 oo i gotchu yeah. manee	2
17454	 What one thing are you exceptionally good at?	2
17455	 im 30 u	2
17456	  very generous.	2
17457	 What do you think about people who dip? Like chewing tabbacco	2
17458	  im still in love with my first love.	2
17459	 Star Trek or Star Wars?	2
17460	 how often do you go braless?	2
17461	 have you ever had a &quot;cub&quot; sandwich?	2
17462	  Idk.	2
17463	 What does shaving cream taste like?	2
17464	  i likey.	2
17465	  The love of my life :]	2
17466	  Dina?	2
17467	 Why do people fear for no reason in your opinion?	2
17468	 If you could be on the cover of any magazine  which would you choose?	2
17469	  when timmy gets home :)	2
17470	 whare do you live? which countr i mean lol ^_^	2
17471	 Wow... someone wants to smell your FEET???	2
17472	  My boyfriend	2
17473	  nope :)	2
17474	 Do you get mad when people lie to you?	2
17475	  okay  welll the question that was asked was if i was fake  as in useing someone else pictures off the internet. and really i take that as a compliment because all the people who are ''fake'' i think look reall pretty soo stfu.	2
17476	 Does a &apos;Marks-A-Lot&apos; marker  mark any more than a regular marker?	2
17477	 Do you ever count your steps when you walk?	2
17478	  hahahahha :)	2
17479	  i would probably make it so the people in my family were happy.	2
17480	  Rice :] haha	2
17481	 What annoys you most about living at home with your family?	2
17482	  if its someone that	2
17483	 If you could go only to one restaurant for the next five years  which would it be?	2
17484	 Do you have two formsprings me? Because I&;m following a different account and it&;s still you? Haha	2
17485	  Tell me who it is cause I really don't know?	2
17486	  Kaylas house...	2
17487	  .	2
17488	 Name something you bought on your last trip to the store.	2
17489	  omg who wrote this? and umm please dont ask that again lol hes 21 im 14 :/	2
17490	 Good night every one ! ! Spam me and I will do the same ** kisses **	2
17491	 Have you ever been bitten by a spider? If yes  what happened?	2
17492	 do you think letting go means you love best?	2
17493	 define what a bitch is haha	2
17494	 when can i see u again?	2
17495	 how many cartwheels can you do in a row?	2
17496	  the cheesey kind	2
17497	 after the viewing of said video footage who sees it next?	2
17498	 Are you easily offended?	2
17499	  Well idk who youu are ? So ..hha im afraid of strangerrrs.	2
17500	  Two.	2
17501	 Leeme&; get choo&; numbaa ;)	2
17502	 Why is it that some of us are cursed to constantly think? While on the other hand other people so rarely do so?	2
17503	 Do you remember your dreams?	2
17504	 yua gt dat liil &amp;&amp;H.B.M. fwum me yua needa cool iiT	2
17505	  i dont hate her  i just dont like somethings she does  doesnt mean those jokes arnt ourss?	2
17506	  im a lover not a fighter.	2
17507	 Spam time :))) My questions can be a bit too much so if your not comfortable tell me to unfollow you! Thanks	2
17508	 What&;s your ethnicity?	2
17509	  No. Being Atheist is someone who denies the existence of God. Period. And you asked my opinion so please don't argue my opinion about something I don't personally care about anyways. If you want to be athiest  then be it. If you don't  then don't. I don't care. r Its your life.	2
17510	 What&;s your secret?	2
17511	  hm i don't have one	2
17512	  Sunset :]	2
17513	  A boa knife by the bed. a in thick lead pipe under my end table and i guess anything thats around..my laptop cords to strangle or we have wood chisels that would take out an eye lol	2
17514	 If you&;re in college or graduated from college  what is/was your major?	2
17515	 Does it annoy you when people kiss in public?	2
17516	  oil spill  and world peace and world hunger :] i know thats 3 but i cant choose lol	2
17517	 Why do you think people lie?	2
17518	  hot cheetos :D oh! and el torito salsa :D	2
17519	  I would call it being curious   but naah(: Aree you ?	2
17520	  My bedroom door.	2
17521	 what do you like best about formspring?	2
17522	  yes if i was starving. theyre filled with lots of juicy vitamins.	2
17523	 Name 3 cheese products you like.	2
17524	  hmmm im not sure.	2
17525	 The last song you listened to?	2
17526	 If u got out of a relationship 3 months ago can you still say you just got out off a relationship?	2
17527	 What the hell.	2
17528	  haha what?	2
17529	  water!!!!!!!!!!!!!!!!	2
17530	 Do you ever think humans will be satisfied?	2
17531	  Of course I can(:	2
17532	 profile song!!!	2
17533	 When someone says that something&quot;just&quot;happened  what is the time period That comes to mind?	2
17534	  I don't know what an ocean park is.. but if it counts  I've went to seaworld twice :]	2
17535	 What would you consider a serious question?	2
17536	 what is the strongest emotion a human has?	2
17537	 Why&;d you go to jail?	2
17538	 Name a movie or movies you can watch over and over?	2
17539	  Last night. Me &amp; My boyfriend went to the store and I started pickin up all kinds of things to buy and was like what the heckk did I even come here for!! :/ haha Thank goodness for my bf having his head on straight.	2
17540	 hello :]] sup? ;p	2
17541	  everyone judges. maybe not conciously but all humans unconciously judge even its only for a second. :] no worries i say i dont judge either. haha	2
17542	 Longest relationship?	2
17543	  Hell yahh(; LOl I love you too babeyyygirl<3 no matterr what	2
17544	 Would you consider yourself to be fashionable?	2
17545	 are you reliable?	2
17546	  nothing. sorry im uninteresting currently haha ive beens ick	2
17547	  to the corner of it and cry :D	2
17548	  haha yeeee im awesome(:	2
17549	  Justin Bieber.Duh. &amp;&amp; Russia! ;]	2
17550	  ...........999 a girl?? lol oh god why did u make me so stupid??	2
17551	  hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm	2
17552	 Have you saved a life?	2
17553	  yes lol	2
17554	  more than ever	2
17555	  Go back to sleep and hope its a dream hahahahahha	2
17556	 Which is your favorite day of the week? why?	2
17557	  Never.	2
17558	 Have you ever spent an entire day in bed without being sick?	2
17559	 Have you ever cheated during a game?	2
17560	 who du u like	2
17561	 Have you ever found a four leaf clover?	2
17562	  Nopee. Its been a while actually lol	2
17563	 Tell me something about you that most people don&apos;t know.	2
17564	  correction.........sex..........its not rape if i enjoy it ;) lol	2
17565	  Haha Sureee	2
17566	 how many languages do u speak?	2
17567	  Yes I would(:	2
17568	  Actually i do!!! Just my whole experience with this fake a$$ friend!!</3	2
17569	  Theodore. He always gets yelled at :)	2
17570	 What&;s your favorite kind of flower	2
17571	 Do you own shirts with funny sayings on them? If so  which is your favorite?	2
17572	  the way i want to lol :]	2
17573	 How many times were you on the phone to someone today?	2
17574	 fav outdoor activity?	2
17575	  HA! goin to georgia just to see my dad's mother! Ugh i cnt stand her bhut God bless her soul! LONG LIFE STORY! haha	2
17576	 nigga u fresh as fuck.!	2
17577	  helllo :)	2
17578	  buncha dream questions...hahaha r r its a mix of both real and nonrealistic..mostly weird once again.	2
17579	  a neckalce given to me by my love(: <3333	2
17580	  yes i think so	2
17581	 Has anyone told you a secret this week?	2
17582	  kkkkk i think ive got this message like 18 times already haha	2
17583	  with candles and a few good friends and family :]	2
17584	  Starbuckks!!!!(:	2
17585	 Who is the most annoying celebrity?	2
17586	 If you had a ghost what would you want it to do?	2
17587	  nice. rub it in hahaha	2
17588	 If a book on &apos;How to achieve success?&apos; is a failure  is it a success?	2
17589	 what would you do if someone said they hated you  to your face? :O	2
17590	 what are the 6 impossible things before breakfast?	2
17591	  Heyy ghurrr!!! Wuzz upp!! haha nuttin much just busyy!! hbu ma?	2
17592	  he has actually. and i thought if we were ggoing to keep conversating you would reveal your anonymousness. you know you asked buncha ppl bout their feet..lol	2
17593	 Who was the last person you hugged?	2
17594	  lol i knew wat u were talking about i say that to anyone that ask lol and no =]	2
17595	  whats my birthstone?	2
17596	 Do you listen to music every day?	2
17597	  like twice a month	2
17598	  I have before. but its been a while. I can do anything :)	2
17599	 What&;s on your desktop?	2
17600	  sorry i think you left the book in the stands  get the joke right if your going to take it love :)	2
17601	 Do you really care what people think about you? If so  why?	2
17602	 do you like adtf	2
17603	  Put my towels back on the fckn rack! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.	2
17604	 do you like like that &;&;jaybee alexander&;&;??	2
17605	 Is Obama the President the we all ever wished for?	2
17606	  You're most certainly welcome :) would it be alright if i were to send you a text message? ;D	2
17607	 Who was your first celebrity crush?	2
17608	 What music video would you like to appear in or would have appeared in?	2
17609	  mhm..	2
17610	 What do you dislike the most?	2
17611	  ohio	2
17612	 Aah  he seriously is! Butttt i guess thats okayy! I love him too. :) andd  yeahh; pretty muchh! no doubt about it. (:	2
17613	 No because then u will know who this is.	2
17614	  Seeing all the people that have passed away and just living for yourself and not the worldly pleasures like money and sex and blahhh bull crap	2
17615	 What is your biggest accomplishment?	2
17616	 Ey r u Cheyenne? I thought u live in Montana?????	2
17617	 Chocolate or Vanilla?	2
17618	  ewww i hate that stuff :P	2
17619	 How old are you before it can be said you died of old age?	2
17620	 Name 3 drinks you regularly drink?	2
17621	  really its black if u see it the scientific way how interesting lol	2
17622	 Favorite Christmas movie?	2
17623	 Are you a leader or a follower?	2
17624	  yes. my sis usually	2
17625	 lol yea you are	2
17626	 formspring.me/aleak    PLEASE!!!	2
17627	 Have you ever made someone so mad that they broke something?	2
17628	  a different place. utopia.	2
17629	 People actually remembering you mentioning male attention specifially; &quot;Six flags blah blah&quot; and what not is kind of creeeeepy! And I sense major jealousy. I guess boys don&;t flirt with them? Pathetic. --Sam	2
17630	 What can you say about Kurt Cobain? Impress me.	2
17631	 lyrics for You Should Have Killed Me When You Had The Chance ADTR	2
17632	  ohio  usa	2
17633	 Do you prefer to work independently or on a team?	2
17634	 Tell me about something you really care about?  XD	2
17635	 How do you make holidays special?	2
17636	 What would be the single most worst thing for you to hear?	2
17637	  mhm	2
17638	  Not in the shower but i do in the stand up tanning beds hahahha	2
17639	  L O V E broccoli. cheesey broccoli hahaha	2
17640	 Was there anything unusual about your birth?	2
17641	 would you give a Homeless Person Money or food ??	2
17642	  idkk... mwauuuhhh!(:	2
17643	  thanks :) i think you would too! I just dont because im not wrapped around the hs drama anymore. therefore im not in it..so oh well.	2
17644	  Thats a really hard question because ive gotten emails saying that highjackers are using baby car seats on the side of roads to get women to stop and see if theres a child in them and then kill them and take their car! I would kind of think the same thing. I would prolly pull over if Timothy was with me  definantly. But alone i'd have to pass and turn around..contemplating. He always tells me not to stop. cause i used to all the time	2
17645	 What do you think of the Saw movies?	2
17646	 hi!	2
17647	  Elequant. Its how I do. haha Dress nicely. I don't really dress myself to get other guys attention. I like to look pretty is all	2
17648	 What is your all time favorite comedy movie?	2
17649	 Do you listen to christian rock?	2
17650	 If you could know the future but not change it would you still want to know what it is?	2
17651	 favorite color?	2
17652	 do you think that a size 10 is fat? i&;m trying to be a size 5 by the end of the year.	2
17653	 Do you fear or respect the law more..why do you say that?	2
17654	  Well thank you :] you are too!	2
17655	  not good  i don't like being teased ;)	2
17656	  dont have phone sex.....you could get hearing aids...or dont be silly wrap ur willy.	2
17657	  iDnt think ya ready for it !!	2
17658	  no komment	2
17659	 what was the last movie you saw in the theater? what was the last movie you PAID to see?	2
17660	  Hmm I love the beatles :]	2
17661	  yeah. money i love finding it too	2
17662	  Hmm. Celebrity? Idk. Ummmm perhaps  Jennifer anniston Because she's always trying to do something with the earth and helping others.	2
17663	 Can someone honestly be thinking about nothing? (I don&;t think it&;s possible BUT that could just be me.)	2
17664	 Well I am off for right now. As I said I am still deciding on deleting this account and quitting spamming. Have a good day <3	2
17665	  Hmmm..the second one i guess. but id have to go cammando.	2
17666	 Do you collect people in jars? If so what type of people and why? If you wont put bodies in jar&;s how else do you intend on disposing of you&;re victims bodies? Ask a question back? :)	2
17667	 What is your favorite salad dressing?	2
17668	  because banks are not trees	2
17669	  We have exits ramps that are for getting on and off at the same time  when most states have them separate. Most people don't realize that :) haha	2
17670	  no. i think its pretty lame and would be annoyed if it happened to me	2
17671	  Its da shit! Fun stuff	2
17672	 What is your guilty pleasure Disney movie?	2
17673	  yeah if i tried.	2
17674	  lol ummm idk i like alot of them :D	2
17675	 Do any of your friends have children?	2
17676	 If you had to throw away either your TV or your computer  which would you choose?	2
17677	  jesus.	2
17678	  yes	2
17679	  yep	2
17680	  ummmm idk haha	2
17681	 heyllo.(:	2
17682	 Why do most people feel the need to be better than someone else?	2
17683	  hahahahahahahahahahaha people these days	2
17684	 Quit trying to make everyone feel sorry for you	2
17685	 If a bald person works as a chef at a restaurant  do they have to wear a hairnet?	2
17686	 If vegetarians love animals so much  why do they eat all their food?	2
17687	  no	2
17688	 Harry Potter or Lord of the Rings?	2
17689	 are you single?	2
17690	  both :)	2
17691	 What is one thing you will never do even if paid too?	2
17692	  Ummmm you outta know ;)	2
17693	 i love youuuuuuu (:	2
17694	 Which is the song that makes you cry?	2
17695	 would u ever go bungee jumping like justin did?	2
17696	 what movie that you would like to watch over and over again? why?	2
17697	  the one im in now. one year and 3 months	2
17698	 LOL what&;s this with people asking you about smelling your FEET? And apparently  in an even stranger twist  someone already has smelled your feet?	2
17699	  Awww man you just reminded me! I wtch it sometimes bhut i love Big Mike! Pplz are really wrong bout letting Katie go!! Argh . .	2
17700	 idk	2
17701	  Idk Haha thanks but there are always those that are cuter.	2
17702	 Do you shower in the morning or at night before bed?	2
17703	  give mi ur myspace	2
17704	 Why do doctors leave the room when you change? They&;re going to see you naked anyway.	2
17705	  :))	2
17706	 What is another word for &quot;thesaurus&quot;?	2
17707	  We are family.	2
17708	  Dude thank you sooo much  that's what I've always wanted!!! Haha	2
17709	  Nope  time is not of essence to me	2
17710	  NOpe. I used to but then i deleted it because i liked formspring more and didn't have many followers on it.	2
17711	 One place you&;d like to explore the most ? :D	2
17712	  no i dont think so. i think it would prolly get lonesome watching everyone you grow to care about die and go on with out you. knowing that you'll never die.	2
17713	  ewww why would you wanna know this shit	2
17714	 do you like atlanta  GA ?	2
17715	  I would say ok.	2
17716	 Are you still shy to talk about sex??	2
17717	  its been a while	2
17718	  Hey  hows yah momma?!	2
17719	 Do you leave voice messages?	2
17720	 What do you question the most in life?	2
17721	  i really like dane cook	2
17722	  yes :)	2
17723	  the nicest thing someone has ever done for would probaly be  when sam my sister just told me for no reason that i was a really good person and stuff	2
17724	 If you were a toy  what toy would you be?	2
17725	 If you bumped your car into another car  but nobody saw you do it  would you leave your name and address?	2
17726	 GIRLS - Do|Have you cheered? GUYS - Do|Have you played football? :]	2
17727	  sometimes i do	2
17728	 What is one unique thing about you?	2
17729	 Where did you learn how to drive? I learned in the freeway lol i was paranoid as fuck!!!	2
17730	 Any plans to become a doctor someday?	2
17731	  1 being least? then like 2. ive watched horror movies that scared the shit out of me lol	2
17732	 Do you really  truly miss someone right now?	2
17733	  at the same time...... whaaaaaaaaaat? lol	2
17734	  when people ask you questions	2
17735	  hmm..i dont think so	2
17736	 What was the last gift that you gave someone?	2
17737	 Have you ever bowled a strike?	2
17738	  Any time i think about doin that i forget im counting and then by the time i get to the end im like dang it!! haha	2
17739	 brah u noe britteny french bi-sexual she said she not do u believe her?	2
17740	 After you have a dream  do you mostly wake up remembering it or not?	2
17741	 What is the most impressive thing you&;ve ever done or been a part of?	2
17742	 Do you dance in the shower?	2
17743	  haha ummm  6th grade. like the middle of the year but i only wore them sometimes cuz i only had one pair. now its all i wear since 7th	2
17744	 What does music do for you?	2
17745	  folded	2
17746	  both. but usuallly make them	2
17747	 Where were you born?	2
17748	 Who do you like?	2
17749	 Who&;s the most talented person you know?	2
17750	  keep my mind busy. paint. draw  write. lay out and tan  clean  blahh lol	2
17751	  nothing else to do in life.	2
17752	  I went to a wedding party this saturday! :] it was fun. I danced a lot ahhaha	2
17753	 Did you talk to someone until you fell asleep last night?	2
17754	 Have you ever seen someone who you KNEW had Herpes? What was your reaction?	2
17755	 Do you prefer Chinese or Mexican?	2
17756	  no im not ya rite !!!	2
17757	  yes. love it	2
17758	 so hows life in your neck of the woods?	2
17759	  ONE? ive done lots of fun things. i go to parks and rollerblade. ive been to panama beach with 6 other girls for vaca. i got to spend an entire weekend with my family this past weekend. i paint colorful paintings...lots of fun things	2
17760	  nahhh. they're just curious	2
17761	 <3 I love you  you&;re so beautiful.  I wanna be your boyfriend too.	2
17762	 any makeup tips? i suck at doing my makeup lol	2
17763	 Woah Im Jealous  Well Hey Stranger :)	2
17764	  not at all :) look away haha	2
17765	  ahahah ndd ii lovee mee alott off myy lil floricell(: <33	2
17766	 Do bald people get Dandruff?	2
17767	 If you were an animal what would you be?	2
17768	 how many questions are in your inbox? :)	2
17769	 Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????	2
17770	  I dont really get embarrassed much. It takes a lot. and i mean a lot. lol I just dont care really what people think and i like to make people laugh so it works in my favor :]r r But i would have to say  for most people...they would find this embarrassing. I was on a family vaca Woowhoo in the smokies  and we stopped on the side of the road to hang out in a creek and i sooo had to take a crap. We were nowhere close to anything and I did in the woods on the side of the road. And of course people pulled right infront of my parents mini and got out to come down in the creek too. I dont think anyone saw me but that was potentially embarrassing. haha My family found it hilarious.	2
17771	  I lovee you too mamszz(; LOl	2
17772	  No regrets . truly and ive done some stupid things but i wouldnt be where I am now without them :]	2
17773	 Concert you went to that you will never forget?	2
17774	 Have you ever had a secret admirer? (what did he/she do for you)	2
17775	 Something that happened today that made you angry?	2
17776	  Timothy. Because he would prolly be following behind the cop car waiting in the waiting room for me already.	2
17777	  least? someone that got mad  hurt  or upset because of me	2
17778	  Ewwwwwweyy.	2
17779	  orange. bright orange.	2
17780	  ummm no. im not bored enough to do that haha	2
17781	 what age would you like to have kids?	2
17782	  Ohh mann this is a GREAT ? Chrissy Michelle Savannah AJ Bianca and lotss more + you!<33	2
17783	 whats the last thing you do before going to bed	2
17784	  lovely day in with my family :]	2
17785	 What&;s your biggest phobia?	2
17786	  Oh yess hahaha!((:	2
17787	  yes. raccoon. and i freaked. it was coming onto the expressway. only thing ive ever hit and plan on hitting. haha	2
17788	 Are you silly or serious?	2
17789	  nope	2
17790	 favorite alcoholic drink	2
17791	 mmm	2
17792	 Would you find a lighter in your room if you were to look right now?	2
17793	  hahahahahahahahahaha........................ :)	2
17794	 the most ticklish part of your body is..	2
17795	  hahhahahahahah i love you.r MARKERS! a new blue and a new purple one. please :Dr crayola :)	2
17796	  suree might be a bit cuz im on thaaa phone	2
17797	 hold my hand? hahaha	2
17798	 Y do u even like him	2
17799	 have you ever had Chicken Pox?	2
17800	  i was 18	2
17801	  Shore am :] Timothy Carson.	2
17802	  Love it :]	2
17803	 What&;s the nicest thing someone&;s ever done for you?	2
17804	 Ello (:	2
17805	 Do you have any tattoos?  If not  any plans to get one?	2
17806	  laugh out loud	2
17807	  sheos  hate  medication	2
17808	 Are you a morning or night person?	2
17809	 IF U LIVE FOREVER WAT DO U LIVE FOR?????	2
17810	  hahah thankyou :)	2
17811	  Wow. this is a hard 1 i dnt think ive had 1 or i have many! I love my smoothies tho! YUMMIE!	2
17812	  hahha your fine :) i like your questions.	2
17813	  sometimes hehe :]	2
17814	  its good. i like how she incorporated her life in her newwest album. after her having a kid and all..	2
17815	  Yes. I worked at a hospital and i feel i contributed to saving a lot of lives :)	2
17816	 Would you rather work at a large company or a small one?	2
17817	 school...kinda	2
17818	  thats a good question. r I don't understand that either. because this world is all backwards and people say all kinds of things that they dont mean but it doesnt mean they will do what they say. beauty of being a human. say what comes out of your mouth but your body does what your mind thinks  not what your mouth says.	2
17819	 Do you generally believe people when they telly ou sorry? Or do you question it?	2
17820	  the Illuminati ;they can suck my dickk .	2
17821	  Its so long to explain. lol I have weird dreams that totally blow me away when i wake up. thats all ill leave it at. haha my mind is very creative sometimes . it suprises even me lol	2
17822	  N E V E R.	2
17823	 I dont know if the mean comments really stopped  i think you just stopped replying. and personaly i think that makes you the bigger person. you inspire me:)	2
17824	 Can you go underwater without holding your nose?	2
17825	  yes.	2
17826	 ew you shat public? XD	2
17827	  i live with my boyfriends family and i think that explains it enough	2
17828	  even if you save it  your always going to eventually spend it. so to make good out of it   i'd spend it right away!! :]	2
17829	 do you like cats?	2
17830	  Not at all	2
17831	  hip hop	2
17832	 Have you ever been cow-tipping or snipe-hunting?	2
17833	  when it matters	2
17834	  USA.	2
17835	 i can&;t stop watching carrie underwood clips!!! im listening to cowboy casanova rite now!!!! :) i am soooo excited!!!! OMG	2
17836	  Yes. when and where?	2
17837	  Nope.	2
17838	  sorrrrrrrrrrry.	2
17839	  hmmm..yesterday. My boyfriend and he was being mean. like always... :(	2
17840	 Do u like Krista?	2
17841	  thanks	2
17842	  kkk?	2
17843	  yeppppppppppppppppppp	2
17844	  beach.	2
17845	 What website do you spend the most time on?	2
17846	  Who are you? :-)	2
17847	 do you think you&;re fat?	2
17848	  A L W A Y S : ]	2
17849	 are children who act in R rated movies allowed to see them	2
17850	 Did you know gullible was written on the ceiling?	2
17851	  I love doggies :) and not right now. at my parents i do. if that still counts when you no longer live with them. but yes :) they are bull mastiffs. pure bred. akc registered. sweet looking dogs. :) haha	2
17852	 Do strangers try to talk to you too? (One old drunk dude just struck up a convo with Xen at the store.)	2
17853	 Can you do a cartwheel?	2
17854	  yeeesss so much	2
17855	  Thank you. Nice to know im not alone :) haha	2
17856	 What would your perfect day look like?	2
17857	  Bomb the white house.	2
17858	  car accident :/	2
17859	 Do you think that society has become emotionally detached?	2
17860	 do you like politics?	2
17861	 what is your ideal date?	2
17862	 Whats the stupidest thing you ever did with your cell phone?	2
17863	  Ikrr that wud be awesome!!! I wish ;D	2
17864	 Why do people kill themselves if a certain person does not love them?	2
17865	 Do more people know u by a nickname or by your first name?	2
17866	  nahhh	2
17867	  okay :)	2
17868	 WHO IS FRIENDS WITH THE OLD LADIE AT THE BUS STOP LOL	2
17869	 Where does most of your family live?	2
17870	 What is cool&amp;hot  and only as smart as the person using it?	2
17871	 http://www.e-castig.com/index.php?r=C1o6s	2
17872	  I would tell th	2
17873	 Do you believe in Karma and Destiny?	2
17874	  VIII. excessive bail  cruel punishment. Because everyone that goes through the law one way or another is wrongly punished whether it be the right is hit with the worst or the bad is easily let off...its disgusting. our government. It needs to be fixed!! and enforced.	2
17875	  uhmmm ?	2
17876	  my sister. :0	2
17877	 Hey!	2
17878	  jennifer aniston/vince vaughan	2
17879	  how people are endlessly cruel to one another	2
17880	3	2
17881	  lol possibly	2
17882	  no.	2
17883	 I am off for the night. I hope you have agreat one! I will talk to you people tomorrow morning before my family shows up. <3	2
17884	  Nope im secretless.	2
17885	 What does your last text say?r	2
17886	  I dont think so. A bug a few times lol when im riding my bike but thats about it.	2
17887	 Why did you make a FS account?	2
17888	  nahh	2
17889	 Have you ever done one of those &quot;win free stuff&quot; things?	2
17890	  Uhm.I would make it her night and she would get to go anywhere she wanted to go(:	2
17891	  I dont watch tv much  especially in the warmer months.r But if I were to be strapped to a chair and placed in front of a television. It would be how its made or the animal planet :]	2
17892	 have u seen JUSTIN BIEBER in person? (:	2
17893	 Have you ever eaten chocolate in bed?	2
17894	  phsycology. i like to learn about the brain	2
17895	 Have you ever had a poem or a song written about you?	2
17896	 Do you have a lot of friends?	2
17897	 hello.	2
17898	 Hahaha  someone said like the same thing to me VVVVV &;cause I&;m &quot;Married&quot; to Chris XD	2
17899	  kk	2
17900	 Do you prefer hot coffee  iced coffee  or neither?	2
17901	 going to Idaho and go to see my Idaho friends is the same thing. So pick a different wish	2
17902	  i would say. cool im adopted?!! haha and then say welp that was a shocker. and go on with life. cause its not by blood who is your parents. its who took care of you all your life and cares for you and loves you! :)	2
17903	 123 or 789?	2
17904	 Name everyone that made you smile this week	2
17905	  yup sure can :)	2
17906	 Do you eat jello when you are sick?	2
17907	  Nursing :]	2
17908	 What did you think when you found out snape could have been harry potter&;s father?	2
17909	3315	2
17910	 your perfect.	2
17911	  Sureee. Let me catch up with my inbox but i'll get too you!! ;)	2
17912	  i hate that so much	2
17913	 Sunrise or Sunset?	2
17914	  I dk what spaghetti bolognaise is? haha enlighten me????	2
17915	  okay ha	2
17916	 If I had I a lot of $$$$ I would probably ____________.	2
17917	 Where&;d you find out about formspring.me?	2
17918	  My independence.	2
17919	  FLOOR.	2
17920	  nope. dont mock good sir.	2
17921	 Between a man and a woman  who cheats more? why?	2
17922	 If you could lose one emotion  which would you like to lose?	2
17923	 Do you like to touch sharp objects?:	2
17924	  on roads?	2
17925	 What&;s the weirdest thing you&;ve ever eaten?	2
17926	  I have already. theyr'e aswesome.	2
17927	  Nope. I don't eat much meat actually but I don't think I need to label myself to eat what I want when I want it. lol. I lovee me some veggies <3	2
