	tweets	pos	neg	class
30375	Not to me :/ damn though. i hate being sick.	0.498	0.313	3
30376	I hate my life haha	0.39	0.481	3
30377	P33T WIFF HIS BIG GAY TEEFS!!! BRYCE FROM TRS AND HIM SHOULD HAVE BABIES AND THEY'D HAVE AMASING TEEFS	0.0	0.0	3
30378	Yes but if your senses are dulled mebbe you no bitch so much? Or you should find a good human who's blood you wanna eat	0.245	0.275	3
30379	ps...ur cute...ur good looking  your funny  your a dick  your an ass  your cynical. I LOVE IT!	0.461	0.309	3
30380	damn! Ok look  make the stripper pole look like a knitting needle and impale a stripper granny on it. That's the only way.	0.241	0.13	3
30381	no it was a direct Church of Why Don't You Bloody Well Piss Off	0.173	0.324	3
30382	of course @bapper is cold..he eats picked radishes all winter..if he had some whale meat he'd be fine..	0.0	0.0	3
30383	damn that caller ID	0.0	0.574	3
30384	yes. sacto cali- driving back to palo alto later tonite. eventually i'll get off my ass n shoot.	0.138	0.301	3
30385	oh lol gotcha... well i'm a fruit freak. i don't like melons  strawberries  the list goes on.. one day in heaven i'll like it all	0.28	0.243	3
30386	lol no no.. we will kick the pig... (kick this thing off  do it  get r' done  etc.)	0.237	0.0	3
30387	damn your hardcore! My legs are complaining from the simple long walk I went on yesterday. I've neglected them over the winter!	0.0	0.459	3
30388	It is amazing! But  it kinda sucks when it makes you late for work  lol.	0.456	0.146	3
30389	burritoville is dead? What the fuck?!	0.0	0.809	3
30390	me too. So entertaining. Dude you watch this mvie called trailor parl of terror. Fucking brilliant.	0.39	0.182	3
30391	aw that sucks.	0.0	0.714	3
30392	How does he feel about marmite? Love It or Hate It?	0.344	0.279	3
30393	ROTFLMAOOOOOOO WOW...Cumleone? Cum Alone? Oh sorry...thats funny though.	0.408	0.173	3
30394	why does eueryone hate american eagle? wat happened?	0.0	0.448	3
30395	 yeah it sucks i know  she was one spankin hot mofo	0.182	0.488	3
30396	Now I have to try my best to get my ass blocked by @souplantation.	0.304	0.406	3
30397	Wow  what a fine uke.  It's tempting  but I want my charango with 10 strings and damn near impossible to play.	0.443	0.129	3
30398	got to love a good sunset...  I just hate this time of year leaving work and it's already dark outside :(	0.326	0.17	3
30399	bojangles? damn you! so jealous.	0.0	0.857	3
30400	Whatever... I just hate how the popularity of bands seems to inversely affect how much people are allowed to like them	0.306	0.202	3
30401	Lazy ass :)	0.0	1.0	3
30402	Ugh  the bane of my existence.  Hate them.	0.0	0.765	3
30403	damn you for getting the comics up early again o_o it gives me nothing to do before school in the morning D:	0.0	0.375	3
30404	wow i looked at the tinyurl of Barack Obama that you put up.... I am disgusted too  that such revolting hate is so prevalent..	0.201	0.376	3
30405	yet fear seems like a cop out too  i eat my words...Hate is ugly	0.134	0.545	3
30406	Connection interrupted. God damn.	0.263	0.613	3
30407	fuck the krebs cycle.	0.0	0.636	3
30408	like  you build a tolerance to drugs  don't you? or is this just me being dumb cause it's fucking four a.m.	0.481	0.0	3
30409	Haha. Cool. Just sucks that we have to wait so long for season 2.	0.449	0.212	3
30410	Damn! Sounds like heart attack inducing combo.	0.199	0.484	3
30411	"like jealous toddlers  equal change to excel When a person DOES excel  other ppl bitch&whine - bc it ""makes them look bad""  The"	0.248	0.373	3
30412	damn old people now a days they are the dangerous drivers	0.0	0.592	3
30413	work stressing over this damn AE meeting we are having @ 11am.	0.0	0.565	3
30414	Warm Mt Dew tastes awful. :/ Try Jolt Cola instead. Or maybe even Whoop Ass. http://tinyurl.com/8woa3j	0.089	0.304	3
30415	it means - the fat beauty and yes lost 43 kgs thru heavy dieting n working out at the gym 6 days a week - that was 3 yrs ago	0.298	0.106	3
30416	oh damn! anyways next time...DM me ur number or soemthing	0.106	0.243	3
30417	stop saying you hate gwen! Youposted earlier saying you love her! Ur hot then ur cold ur yes then ur nooooo	0.295	0.232	3
30418	I'm on my way just to get gas and saw a 314. Damn it.	0.0	0.31	3
30419	get some damn sleep! Sleepy Time tea is my savior  serious	0.0	0.417	3
30420	I want beach now. Damn.	0.26	0.54	3
30421	sorry  you have no cred. Two words: pig ears	0.0	0.206	3
30422	and somehow I still wish I was there  pig parts and all. Amazing.	0.619	0.0	3
30423	I send you a hug ma. That sucks! 08 was full of some fuck shit  I'll say that.	0.163	0.521	3
30424	I hate you	0.0	1.0	3
30425	- Fuck yeah!	0.367	0.633	3
30426	LMAO! @ ur new pet...I thought u sent me a pic of a big ass butterfly...lol!	0.373	0.163	3
30427	at least its not those nasty ass water bugs u had as roomates in Atlanta..Ew! Lol!	0.426	0.236	3
30428	Ok..ok I c u! Take it back on they ass why don't ya.. That sounds super CUTE!	0.439	0.187	3
30429	I hate giving little kids antibiotics...10 days 2 a day and important they get it all down...impossible!	0.247	0.203	3
30430	some kid made copies of the questions and a teacher looked at it...fucking dumbass he/she screwed it up for all of us.	0.0	0.424	3
30431	alright. The test is on Monday and I'm gonna be studying my ass off.	0.16	0.28	3
30432	lmao that sucks.	0.609	0.391	3
30433	I hate when that happens!	0.0	0.8	3
30434	Wendy's - Oriental Chicken Salad w/ grilled chicken.  Way good.  I think it's 20 grams of fat just in the dressing  tho! Argh.	0.158	0.0	3
30435	:-( Yucky needles. I hate those ones with a special sort of passion! *hugs* Hope it's over soon with the needles.	0.397	0.29	3
30436	Courtesy of the Canadian kids magazine Chirp: How does a sick pig get to the hospital?	0.181	0.239	3
30437	and holy crap  that's a long time!! D: that sucks!	0.0	0.599	3
30438	Now I'm gonna have to go back to McLuhan & Leary to help me translate WTF you just wrote.  Damn  I hate when that happens.  Heh.	0.103	0.478	3
30439	That's...so gay it's painful.	0.0	0.367	3
30440	ooo tht sucks...happens to me all the time when I drink 5 hrs...	0.0	0.238	3
30441	kim kardashian annoys me...her ass is nice  but Reggie could get it!	0.182	0.428	3
30442	I'm up too! whoopee fuck! not hung over AT ALL!	0.0	0.467	3
30443	so fucking angry all the time	0.0	0.642	3
30444	It's got a core of uranium  some damn thing  I don't know. Gets up there like Sputnik.	0.0	0.325	3
30445	That ALWAYS happens to me! Damn skype.	0.0	0.428	3
30446	Thanks  Ulrike! :) We'll make sure to nerd it up!	0.483	0.184	3
30447	sorry i missed you @ Cain but they weren't very nice to my gay boy - I think some1 was jealous...missu  hope to see ya soon ;)	0.128	0.389	3
30448	fuck them!	0.0	1.0	3
30449	damn now i want some au gratin!	0.422	0.422	3
30450	Well  I would  but once Christmas is over  it kinda sucks the life outta the Santa hat thing...	0.158	0.166	3
30451	I both love and hate the sticks! I'm finally going home tomorrow.	0.317	0.261	3
30452	hahaha i don't hate german  just a couple of germans. Guten morgen!	0.535	0.0	3
30453	I'm gay and I'm pregnant gak mungkin berhasil. This guy is persistent. Gmn ya. Can I just simply ignore his msgs??? :-D	0.0	0.16	3
30454	NOOO EP!!!! That really sucks! You should hve jst waited in the car...lol!!! Hopefully it;s dark in there & no one looks dow ...	0.273	0.114	3
30455	I just wanted a fucking money order and it took 40 minutes to get it. They won't even look at you if you're on your mobile phone.	0.0	0.0	3
30456	I hate games like this. All these people shouldn't be going down.	0.223	0.33	3
30457	lol...hell naw...its the fine ass one!	0.271	0.494	3
30458	"i call it ""hey-dumb-fuck-guys-stop-trying-so-hard"" advice"	0.0	0.0	3
30459	hate? i was congratulating you  your a humanitarian!	0.0	0.666	3
30460	well clearly the shoe purchase is more impressive  because ITS A FUCKING SHOE!!!	0.642	0.0	3
30461	fuck sleep you gotta stay up late so u can see santa!	0.0	0.351	3
30462	that's great. def down on carbs + fat. counting cals in and out is working perfectly. the big difference is my mindset. thanks!	0.535	0.0	3
30463	yeah my son works at Barnes N Nobles...played the mamma mia soundtrack overNover- they all hate it now but sing and dance along!	0.211	0.284	3
30464	what the fuck do you have to apologize for??	0.266	0.734	3
30465	fuck you op	0.0	0.778	3
30466	@ember_myst @spellchaser Just so you know  I'm staking my claim on etherist. I am in full on crush! Sucks that he's married. :P	0.0	0.285	3
30467	He doesn't seem clueless to me. He seems sweet and cute and witty and eloquent and charming. *swoon* Damn the luck.	0.582	0.105	3
30468	Arrrgghhh! I hate him!	0.0	0.811	3
30469	Do you hate the iMac because it looks edible :) or because (it must be) soooo slow?  Or not a Mac guy?	0.0	0.289	3
30470	Oh  I would hate that too.  Three apps? That would barely get me started.	0.0	0.291	3
30471	I don't believe in a lot of specialty kitchen gadgets  but I cling to my potato ricer and my popover pan. Carb freak? :)	0.0	0.195	3
30472	"if gov is going to make it ""uncomfortable"" to be fat & expect it will work  shouldn't they also make it uncomfortable to be poor? #tcot"	0.0	0.409	3
30473	oh  i hate it. self righteous people makes me want to scream.	0.102	0.504	3
30474	I hate you so much right now. http://is.gd/ewZm	0.0	0.481	3
30475	Aah! I actually hate you!	0.0	0.682	3
30476	Gah fuck off  tainting my private account with new followers. xD	0.286	0.263	3
30477	fucking buses. One drove straight past me on Friday night  and I was waving my arms like a windmill. Baaaaah!	0.299	0.0	3
30478	good u an ur no sharin ass LOL	0.539	0.293	3
30479	Damn fam... if I was  a hater I'd be jealous... lol	0.183	0.556	3
30480	You blogged and ran? Jesus that's ass kicking if I ever heard it.	0.0	0.304	3
30481	"Hell yeah!!! And the best bit of movie dialogue ever..Jason says ""I am NOT the gay!"" ... OK Jason i belive you ;)"	0.374	0.164	3
30482	Damn near indeed! But in the end  their youthful impetuosity gave it away. It didn't feel like SL actually won it  incredibly!	0.111	0.261	3
30483	i was able to connect to may exchange with apple mail after they enabled active sync for my iphone. i hate entourage... so much	0.147	0.201	3
30484	Hints in icing are bad or good? Skywriting sucks unless the hint is a very short word. I'd suggest a delicious tag for nerds.	0.28	0.254	3
30485	@DaveBenjamin I HATE THAT...	0.0	0.596	3
30486	people hate to admit emotional decision making  though. manipulative  some think. the uphill climb of personal branding...	0.188	0.204	3
30487	oooo thats not fun! i hate those things  the orthodontics people are mean to me!	0.243	0.315	3
30488	weird.... Nick are you going emo??????	0.0	0.399	3
30489	"lol!!!!  I used to be the wknd assignment editor and would get mail addressed to ""Weekend Ass"". I didn't know how to feel."	0.13	0.217	3
30490	I hate to harsh your buzz  but every game on the iPhone can roll the bones by shaking. Do not pass go  do not collect my $7.99	0.0	0.43	3
30491	argh  tell me about it :x i hate procrastinating... lol.	0.267	0.352	3
30492	coincidence my ass... LOL... But it's a good suggestion so it'll go in the hat... Singapore would be interesting. 5 more...	0.356	0.137	3
30493	"Dude  oh no U didnt! I got 4 DM's within 4 minutes of me saying ""ass""... imagine what would happen if I said ""fuck""... oh crap!"	0.0	0.337	3
30494	that really sucks!	0.0	0.755	3
30495	re: why friendfeed sucks - no doubt a powerful utility but with a high learning curve and non-intuitive user experience	0.177	0.316	3
30496	you asian!!! I hate asians!!! Bahahahahhaha!!! Jk! I am well on my way to getting fucked up!!! See you next year!!! Hahahahaha!!	0.18	0.416	3
30497	I hate you...	0.0	0.787	3
30498	I'm counting down the milliseconds til you OPEN THE DAMN BOX.  if I have the patience of a saint  you have the willpower of a GOD.	0.174	0.211	3
30499	totally loved Odo. But the Ferengi make my skin crawl. out of all the species  they're the ones i hate the most. yuck!	0.234	0.193	3
30500	ahahahaha so right. Im fucking freezing my ass off here.	0.0	0.578	3
30501	Im so jealous. But I'll be eating that same rice pudding in 9 days. Enjoy the fuck out of your trip	0.181	0.367	3
30502	all the emo people will explode :o	0.0	0.0	3
30503	and biggest. That would be a bad-ass name too. At least his middle name.	0.0	0.0	3
30504	"sweet. I'm too chicken to read it cuz I hate ""spoilers""';)"	0.219	0.27	3
30505	"hate ""can'r do"" atitude. can do works almosr all the time."	0.0	0.381	3
30506	Damn. Oh well  I can't raise my hand for every question. ;-)	0.156	0.397	3
30507	"I'm laughing at your ""Don't hate me  please.""  Can you imagine a man ever saying that?  Not to be gender specific  but..."	0.28	0.089	3
30508	damn I'm behind	0.0	0.574	3
30509	because i'm a dumb ass.	0.0	0.872	3
30510	because i'm a dumb ass.	0.0	0.872	3
30511	lol! hey  stop being modest.  you OFTEN are a hot bitch.  :)	0.214	0.481	3
30512	but they love me for it. none of them giggle. its a love/hate thing they got goin with me =)	0.364	0.202	3
30513	"""I hear what you sayin gurl but you mean to tell me you caint have friends??"" *insert piss poor false sincerity here*"	0.146	0.29	3
30514	Haha! I'm glad someone else will admit to seeing (multiple times clearly) Gummo! I let someone borrow mine... lost. Damn.	0.395	0.178	3
30515	damn iPhone that's SHITE. Learn English slang	0.0	0.31	3
30516	Oh Shit!  I am a yoga loser. But not any other kind of loser.  I have already showed up once with no class  alas.	0.153	0.576	3
30517	 yeah and I woulda gotten away with it if it wasnt for you damn kids...	0.426	0.0	3
30518	we're talking threatening your ability to do business in a professional  not-over-the-top way. w/o being a cunt  somehow.	0.136	0.391	3
30519	maybe you should go punch him in the dick.	0.0	0.524	3
30520	that sucks =/ you'll get into the other ones.	0.0	0.62	3
30521	damn clean plate and the cl;ean bones lol.	0.451	0.221	3
30522	you got niggaitus and watch baby come in there and fuck with you.	0.0	0.412	3
30523	i'm late but my damn pic mail ain't sending nowhere. they said i need to add the app? wtf?	0.0	0.364	3
30524	fuck andre! it's strippers lol you coming home to him!	0.236	0.344	3
30525	Fuck off.. I'm not ready!	0.301	0.457	3
30526	Yeah. I know he doesn't mean to be a douche and that I'm a huge bitch for being this upset over it. But it still upsets me.	0.307	0.414	3
30527	Damn!! I was hoping you were giving me good news otherwise!	0.656	0.197	3
30528	try putting lemon peels around the base of the tree; supposedly cats hate citrus smell	0.0	0.252	3
30529	I love New HAmpshire well the white Mounts.I'm from Maine and I know I hate cold also hence why I moved to Fla.	0.286	0.168	3
30530	dont bother with low fat brownies	0.562	0.0	3
30531	 yes.. a she-wolf in love  is it even possible? Which team do we root for now? I'm a faithless whore - struck by Amor	0.33	0.348	3
30532	don't you hate yogurt! When you do recover from hating yogurt  go to Trader Joe's  get the Greek style kind  it's fantastic!	0.394	0.123	3
30533	Stop it! I keep thinking you're going to say he's here! Now I'm waiting vicariously through you! Dammit! I hate waiting for babies!	0.0	0.352	3
30534	ohhhh like that... well then shit girl  u shud be pissed. AAAND... u needa tell the BF his own blood is using his ass!	0.169	0.426	3
30535	lol tell her to go sit her ass down somewhere lol	0.427	0.267	3
30536	I hate when I see people doing that. I am with you on that one. Why do people think that is okay?!	0.16	0.336	3
30537	I have no clue what I've stumbled upon  but I laughed my ass off... you might too: http://is.gd/a8cz	0.207	0.241	3
30538	Oooh  I'm so going there this weekend!! I just hate malls at Xmas time. Bah.	0.0	0.349	3
30539	oooh  I wish I could! but then I have to shave my widow's peak to get them to hang right. And what a bitch to grow back! LOL	0.301	0.168	3
30540	ugh  I KNOW -- there isn't one!! And I hate when I go into a post  and click it -- it just opens the jpg! YUCK!	0.22	0.148	3
30541	I imagine. Another thing  every time I open the Reader  my subscription folders are ALL open. I hate that too.	0.0	0.252	3
30542	"I jokingly remarked to my man that I was an ""internet whore "" he thought it meant that I was a porn star. LOL He doesn't get it."	0.17	0.206	3
30543	Agreed. Fuck Twitter Grader and all it's kin.	0.219	0.365	3
30544	The JVC (LCD) Reference Monitor I have is  in a word  awe-fucking-some. :)  It's great  accurate and as good as it gets. It's ~ $4k	0.333	0.0	3
30545	fat ol santa may eat a cookie  but he will also touch the youngest while they sleep.	0.0	0.0	3
30546	Ew :( That sucks! I'm sorry.	0.0	0.577	3
30547	you said fuck everyone!	0.0	0.655	3
30548	okay. Fuck me. Way to start the new year.	0.202	0.372	3
30549	well if u looking for more sex  watch the fat boy freaking his pillow thats now playing. Ewwwwwww!!!!	0.319	0.176	3
30550	some retarded oracle peoplesoft login thing keeps coming up on my enrolment cart page and i don't know what the fuck is going on!	0.151	0.212	3
30551	ripping off Emo Phillips + ba-dum-bum jokes wouldn't get my vote even if i was the web-voter type.	0.154	0.0	3
30552	that would be nice  too.  because i hate feeling violated every month with no payoff.	0.279	0.461	3
30553	I do? Damn! But it's FOUR hours! After an hour + of plane ride!	0.0	0.309	3
30554	I hate math really do!but will be happy as well when I finish university!	0.475	0.252	3
30555	"""don't hate me cuz i'm beautiful."" jk. you're probably too young to have seen that commercial. HA. what's wrong  chippers??"	0.449	0.113	3
30556	 We're having a BAD ASS gathering in May  you should come. Of course  the best part is the hanging out downtown after. :)	0.185	0.374	3
30557	kicks dons ass. *HUGS*	0.0	0.538	3
30558	ass balls... lmfao.	0.389	0.389	3
30559	It's not weird you hate that. Me  too but sometiimes the list gets a little unwieldy.	0.0	0.403	3
30560	#Paypal sucks. Someone is using my identity there and they refuse to do ANYTHING about it.	0.0	0.485	3
30561	aw man  that sucks!	0.0	0.583	3
30562	freak passing shower. was walking by  then suddenly a few big drops came down. thought  oh shit  and ducked in just as it poured.	0.0	0.371	3
30563	omgomgomg those shoes with the little flower holy fuck i want them	0.136	0.339	3
30564	"Ugh. Half the time people pick up ""Free stuff"" from Craigslist they're driving a luxury car. Heh. HATE them."	0.137	0.366	3
30565	damn  i'm trying to watch a movie...the tweets are going off the huck. :P lol just kidding  don't get pissed alright? ?:D:D:Dlololol	0.339	0.19	3
30566	damn you have really become an ordinary man... man that sucks ass!!! lol :P	0.152	0.521	3
30567	how fucking sad is the OVA of Samurai X...i didn't want to watch that.. fuck i almost cried.. lol :P jk	0.195	0.381	3
30568	I HATE rain..wud rather the snow..crazy I kno..lol	0.0	0.526	3
30569	got it .. and I have read that! Gonna re-read tho..Im stuck and have been for a while..sucks! Thx for help--love ur stuff.	0.434	0.087	3
30570	might install now that you've acted as my guinea pig :D	0.0	0.0	3
30571	any workplace where that isn't safe needs to harden the fuck up :p	0.0	0.596	3
30572	that sucks *hugs* :(	0.0	0.714	3
30573	probably not but who the fuck knows what's going on with this show anymore.	0.0	0.368	3
30574	k im hella boredddddddd hurry the fuck up i saw my bro playing it  game looks sick	0.107	0.419	3
30575	omg me too! The holidays need to end now plz. Ppl are soo mean and nothing is jolly or holly! It sucks!	0.195	0.304	3
30576	Damn that's a lot of money for tickets! I guess her little girl only turns 16 once though. :-)	0.0	0.23	3
30577	i am going to work on a grassroots gay rights project that will involve the communities of color.	0.0	0.0	3
30578	suntem dar ne gandem cum sa gasim o mascota care sa o putem scoate din dulap cand vrem sa acuzam pe cineva pt nenorocul nostru	0.127	0.0	3
30579	what do you use then? cuz I hate Itunes	0.0	0.552	3
30580	Have you heard any J-Fish songs. if you want a sneek peak I can send you a few songs =) I have all his CD's I'm a J-Fish freak lol	0.216	0.153	3
30581	  haha  exactly!  And I love YOUR new picture! I was wondering when you were going to use this cute ass picture! I love it!	0.555	0.125	3
30582	"I like to look at it as ""meeting their needs"" not necessarily ""kissing ass""... although if you can do both - do!"	0.325	0.175	3
30583	Damn iPhone made my Brad & Angelina pick blurry!  http://twitpic.com/rddb	0.0	0.386	3
30584	in the lab...all damn day  i had soooo much work to do:(	0.0	0.31	3
30585	well lady  I'm all for u comin here from frisco to hunt my ass down;)	0.198	0.33	3
30586	fuck 'em	0.0	0.778	3
30587	"I just giggled out loud because my dyslexic ass just read ""My fluffy ass was rubbing off"""	0.143	0.4	3
30588	whaha ja maar het is zon raar idee dat ze dat lezen xD en dat BOB FUCKING BRYAR iets tegen me 'gezegt' heeft xD je moet vragen o	0.248	0.0	3
30589	weekend ofzo? 3) I still hate twitter 4) I love Gerard he's writing umbrella academy but I still haven't read it yet -shame on me	0.288	0.158	3
30590	I bet we are freezing more than you are. The North sucks. Ugh!	0.0	0.7	3
30591	That sucks. I was actually a guest on there! My first time on the radio.	0.0	0.285	3
30592	That sucks. Are you alright?	0.308	0.385	3
30593	DAMN! I'll wait a month before I send mine for a critique! LOL	0.304	0.253	3
30594	@EightysBaby man..... fuck the lakers	0.0	0.412	3
30595	yeah  most people just think i'm a bitch cuz i got that screwy sarcastic sense of humor that tends to tick people off? my username?	0.188	0.374	3
30596	"Dude. That ""Sleeps with Angels"" song can straight up have my ass bawling. I also love the song ""Hey Hey  My My"" and Harvest Moon"	0.221	0.127	3
30597	...i love my job and would hate to miss it...I'm depended upon and especially this week I'm needed for our toddlers parties	0.285	0.219	3
30598	hahaha. once years ago when he was sleeping I applied some to his lips. I hate it when guys hve better lips 4 lipstick than me	0.339	0.193	3
30599	all that I know of is the Revenge vinyl. u? and sorry for delayed answer  my internet sucks and trips out	0.0	0.645	3
30600	The 401 always sucks between Cobourg and Kingston. I'll be doing that joyous trek on Boxing Day to visit the relatives.	0.233	0.142	3
30601	HAPPY FUCKING BDAY YOU OLD MAN!!!!!! &lt;3333333333 CELEBRATE TONIGHT WITH A TALL COLD ONE :) wooo!	0.436	0.0	3
30602	HAHAHHAHAAHHAHAHA LULZ   @Mod_Alex  your STILL a cunt!!!!! hahahahahahahah lulz lulz lulz lulz lulz	0.734	0.118	3
30603	UNNNGGGG if he used that fucking word i'm never saying Epic Fail ever again..ooo i'd like to give him a sock in th..NEVERMIND!!	0.298	0.0	3
30604	hahaha honestly i fucking CRACK up on shit like that ppl need to srsly LIGHTEN up &lt;3333 ya	0.421	0.174	3
30605	i hope theirs LOTS of cursing in that video... oh wait we cant fucking curse ANYMORE baaaaahhhhh DAM THEM	0.332	0.0	3
30606	FUCK YOU!!!!! I'M DIVORCING UR FUCKING ASS!!!!! HMP!!!	0.0	0.585	3
30607	paaaaaaaarrrtttyyyy!!!!!!!! wait no... fuck it.... move over I'M MOVING IN!!!! HAHA!	0.299	0.213	3
30608	psshhh!! your on the WRONG side of SHUT THE FUCK UP!	0.0	0.641	3
30609	that video made me angry & want to PUNCH Shirley Phelps Roeper IN THE FUCKING FACE!!!! MAN I HOPE THEY DIE! SUCH HATE! UNG	0.175	0.405	3
30610	did he really???!!!! OH FUCK OK I TAKE BACK ON DAN MARINO IM SORRY!!!! OK I BLAME ROMO AGAIN! AND WHITTEN! i'm through with them!	0.208	0.37	3
30611	i SENT it!!!!!!!! u'll prob get it in like a billion years since cingular SUCKS!!!!	0.168	0.295	3
30612	guess who made a fucking surprise in my dreams last night you butthead!!! thanks to you Martha Stewert loves my dreams! baaah	0.642	0.0	3
30613	Coat Rack Contest in the Fab Lab. I hate winter  but this would help channel emotions into something constructive.	0.294	0.191	3
30614	Santa Cycle Rampage Ride starts at 10:30 at the Fat Abbey Bier Cafe (Juneau and Water). Bring your best red and white costume.	0.208	0.0	3
30615	Are you trying to say the saran wrap  bacon fat  and rubber bands I currently use don't count as REAL gloves?	0.0	0.0	3
30616	nerd!	0.0	1.0	3
30617	omfgshz. i hate lemonbars with a DEEP passion  too!	0.3	0.4	3
30618	Hate to say  but John's dad was a major OB/GYN (Yeah  nightmare for me ) and he holds out that there are no flu positives:)	0.281	0.317	3
30619	damn! Putting my chocolate cake to shame.	0.0	0.67	3
30620	LOL! Lullabot is my employer. A group of fun  nice people kicking major Drupal ass all over the world. :-)	0.463	0.163	3
30621	gay man	0.0	0.0	3
30622	 let me know if you want a co-pilot tonight to keep your ass awake!	0.117	0.342	3
30623	 Josh needs medication. Stat. Can i kick his ass for you now?	0.0	0.368	3
30624	 lets fucking go tonight... you know you want to! Or at least hang out. I fucking hate being alone sometimes too.	0.069	0.348	3
30625	you are welcome to spend the night any time... but next time you steal the covers  I'm gonna cunt punt you. Not really. :)	0.134	0.286	3
30626	just to clarify-  not really to the cunt punting... but really to the you being welcome to come over anytime!	0.234	0.269	3
30627	I will kick that pirate's ass if he got married again. Just sayin'	0.0	0.333	3
30628	"That it's that rare of a sentence is sorta depressing.  Especially in light of @mariannemancusi 's ""Loser Cam"" Xmas gift to me"	0.192	0.261	3
30629	i hope singing along- i'd hate to think i'm torturing poor little Pixel!	0.138	0.528	3
30630	damn right it should be  horrible stuff YUK!	0.0	0.684	3
30631	hate to tell you but it only gets worse  we're at 1440 in the UK and all my office wants to jump out the window!	0.0	0.441	3
30632	so do i! especially rocket. I hate celery though	0.0	0.516	3
30633	I saw that. what's his name! In so far as the fat bastard - what?!	0.0	0.405	3
30634	Noooo  this is not caffeine. This is IT! Let's kick ass and then CELEBRATE! C'MON  girlie. We got it goin' ON!	0.243	0.16	3
30635	Don't you hate that? I *always* recognize commercial voices and am all like  Gene Hackman? Lowe's? Really? OMG!	0.429	0.0	3
30636	And by no one I assume you are including me...damn.	0.0	0.351	3
30637	My sound is being persnickety so I can't catch up on the vlog until I reboot  which I'm too damn lazy to do now. But tomorrow...	0.0	0.302	3
30638	I always thought of him as Hermy  the wannabe dentist.	0.0	0.0	3
30639	Me  too. Now I'm dragging my mature ass off to BED! G'night hawt girlie! Woot!	0.36	0.195	3
30640	fuck you  merten.	0.0	0.778	3
30641	you should probably reattach your fucking ass for you have laughed it off.	0.326	0.377	3
30642	That sucks - at least I have my iPod. Still  least I'm not alone! :D	0.0	0.444	3
30643	Hot damn  champ right here! Had the old school TT shell helmet on for the whole trip. Backwards even! Huoooooooah!	0.202	0.137	3
30644	Piss off. ;)	0.0	1.0	3
30645	"Have you seen Bitch magazine's article about twilight? about ""absitence porn"" http://is.gd/d2pt"	0.0	0.241	3
30646	thats what i am saying...they need to pay me.thats m*ttaf*cking free promotion. ungrateful ass people.	0.172	0.411	3
30647	heh! ping me if you do come down to gay paris. We can interview eachother on the red carpet :)	0.0	0.174	3
30648	I'm with you man. Here I am on Twitter at 20 to 6 in the morn  damn.	0.0	0.31	3
30649	Oh  hey  that's good! Makes much more sense than what I had floating around in my head. :) (1001 uses for goose fat...)	0.186	0.0	3
30650	Sony Vegas = fucking amazing! :D	0.594	0.0	3
30651	stop stealing my schtick  whore!	0.0	0.913	3
30652	 Depends. Will you sit there and hate yourself? ;) Would you be able to do a half day?	0.0	0.367	3
30653	You tell them to Fuck Off. They'll listen	0.0	0.368	3
30654	I've noticed he can't spell much beyond NOM and BARK ... sucks for him there's only one K and two Bs in Scrabble.	0.0	0.143	3
30655	Neat. Damn PS3. Maybe I can convince mom that dad's ps2 needs an upgrade for Xmas.	0.299	0.162	3
30656	That doesn't sound nice at all. As somebody who was made redundant with one day to trade last year with Swatch  I know it sucks!	0.0	0.268	3
30657	I dunno  did you offer me any of that fuck-ton of beer in your fridge on Saturday? NO	0.0	0.328	3
30658	You're quite right. I withdraw my aggressive commenting. Fuck-ton should be more widely used.	0.0	0.172	3
30659	basically we agreed that you/http://lofistl.com are awesome/bad ass. Not gonna lie  i brought you up! ;)	0.141	0.255	3
30660	I *thought* you'd be preparing! Best of luck - what a bad ass opportunity for you.	0.663	0.181	3
30661	gav that just sucks! - u ok? i think the brakes would be best to stay on for now!!	0.492	0.169	3
30662	I don't know about that... Drew's ass is pretty tiny.  :)  Knees work too... except Drew's knees don't work...	0.141	0.154	3
30663	Uh... yeah.  Joe and I have been wondering what all the fuss was about.  Put your ass in it  make sure it's tight.. done.	0.25	0.194	3
30664	ha ha loser :)	0.585	0.415	3
30665	I can share my gay boyfriend. He just left. Its 1 in the morning. You totally coulda had him from 9 to 1! Ill keep first shift	0.125	0.192	3
30666	i update from my phone a lot  you can add twitter as a contact. damn bsa is getting all high tech.	0.0	0.213	3
30667	 & @karkar  I hate Walmart anymore. I'm gonna have to start taking my own cart with spikes and barbed wire. Maybe flamethrowers.	0.0	0.209	3
30668	I hate being behind those slow as plows. In a storm  it's nice to be on the plowed road  but I hate going that slow. Ugh.	0.122	0.443	3
30669	or moonlight and dryness. Damn that 5am wakeup.	0.0	0.403	3
30670	welcome to my world: you're sick  some people think you're funny  others hate you  nobody wants to suck your cock.	0.232	0.453	3
30671	I'm jealous - I get all emo when I lack the season of all natures  sleep. :-)	0.0	0.469	3
30672	Wait if I shut down my phone company who's going  to sponsor you in the emo olympics?	0.0	0.0	3
30673	there's gonna be a nerd party in utah on new years!	0.267	0.197	3
30674	YOU? FAT? R U SERIOUS?!? Remind me to slap U when I c U Saturday  mkay?	0.162	0.332	3
30675	Hey  at leat you got SOMETHING. Know what we get at work  as I found out 2day? NADDA! Bah hum bug! Damn scrooges!	0.0	0.203	3
30676	damn  that was hard - my last attack: gnocchi! If you answer to this  you'll win	0.233	0.46	3
